Annual_Rainfall_(mm),Min_Temperature_(°C),Max_Temperature_(°C),Year,Kharif_Area_(Hectare),Kharif_Production_(Tonnes),Kharif_Yield_(Tonne/Hectare),Rabi_Area_(Hectare),Rabi_Production_(Tonnes),Rabi_Yield_(Tonne/Hectare),Market_Price_Max,Market_Price_Min,Average_Market_Price,Area_Irrigated,Gross_Area_Irrigated,Alluvial Soil,Black Soil,Clayey Soil,Red Soil,Sandy,Sandy Loam,Zone_Central Telangana Zone,Zone_Northern Telangana Zone,Zone_Southern Telangana Zone,District_Adilabad,District_Bhadradri Kothagudem,District_Jagtial,District_Jangaon,District_Jayashankar Bhupalpally,District_Jogulamba Gadwal,District_Kamareddy,District_Karimnagar,District_Khammam,District_Komaram Bheem Asifabad,District_Mahabubabad,District_Mahbubnagar,District_Mancherial,District_Medak,District_Medchal Malkajgiri,District_Mulugu,District_Nagarkurnool,District_Nalgonda,District_Nirmal,District_Nizamabad,District_Peddapalli,District_Rajanna Sircilla,District_Rangareddy,District_Siddipet,District_Suryapet,District_Vikarabad,District_Wanaparthy,District_Warangal Rural,District_Warangal Urban,District_Yadadri Bhuvanagiri,Crop_Bengal Gram,Crop_Black Gram,Crop_Castor,Crop_Cotton,Crop_Cowpea,Crop_Dry Chillies,Crop_Green Gram,Crop_Groundnut,Crop_Maize,Crop_Minor Millets,Crop_Red Gram,Crop_Rice,Crop_Sesame,Crop_Sorghum,Crop_Sorghum(white),Crop_Soyabean,Crop_Sunflower,Crop_Turmeric,Crop_wheat,season_Kharif,season_Rabi,Kharif_Revenue,Rabi_Revenue
902.0,16.9,38.9,2022-2023,1743.0,8072.0,4.63,8070.0,47831.0,5.93,2205.2,2139.05,2172.125,599419.0,599419.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,17529244.241249997,103947259.0875
902.0,16.9,38.9,2022-2023,22.0,165.0,7.5,0.0,0.0,0.0,10959.86,8627.29,9793.575,599419.0,599419.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1615939.875,0.0
902.0,16.9,38.9,2022-2023,0.0,0.0,0.0,3.0,4.0,1.33,2000.0,1000.0,1500.0,599419.0,599419.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,5985.0
902.0,16.9,38.9,2022-2023,3.0,5.0,1.67,0.0,0.0,0.0,4014.5,4014.5,4014.5,599419.0,599419.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,20112.645,0.0
902.0,16.9,38.9,2022-2023,24.0,58.0,2.42,230.0,436.0,1.9,3501.0,3501.0,3501.0,599419.0,599419.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,203338.08000000002,1529937.0
1051.0,16.9,37.6,2022-2023,117343.0,411639.0,3.51,86958.0,299309.0,3.44,2266.79,2204.42,2235.605,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,920787417.27765,668748864.1896
1051.0,16.9,37.6,2022-2023,1202.0,5964.0,4.96,36921.0,233082.0,6.31,2223.08,2131.83,2177.455,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12981812.5136,507284979.30704993
1051.0,16.9,37.6,2022-2023,94628.0,281101.0,2.97,59.0,175.0,2.97,6692.5,6330.0,6511.25,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1829955298.0500002,1140966.3375000001
1051.0,16.9,37.6,2022-2023,0.0,0.0,0.0,15.0,24.0,1.6,7400.0,7225.0,7312.5,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,175500.0
1051.0,16.9,37.6,2022-2023,28085.0,100039.0,3.56,90.0,193.0,2.14,3600.0,3000.0,3300.0,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,329942580.0,635580.0
1051.0,16.9,37.6,2022-2023,4186.0,2700.0,0.65,1400.0,1333.0,0.95,7650.0,6750.0,7200.0,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,19590480.0,9576000.0
1051.0,16.9,37.6,2022-2023,8.0,6.0,0.75,87.0,78.0,0.9,7100.0,7100.0,7100.0,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,42600.0,555930.0
1051.0,16.9,37.6,2022-2023,54.0,130.0,2.41,223.0,557.0,2.5,6525.0,6425.0,6475.0,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,842656.5000000001,3609812.5
1051.0,16.9,37.6,2022-2023,0.0,0.0,0.0,18.0,34.0,4.89,6000.0,6300.0,6150.0,872160.0,872160.0,1,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0,541322.9999999999
1189.0,16.9,39.5,2022-2023,3906.0,4754.0,1.22,17.0,22.0,1.29,5200.0,5000.0,5100.0,86569.0,86569.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,24303132.0,111843.0
1189.0,16.9,39.5,2022-2023,129158.0,409507.0,3.17,15.0,48.0,3.2,7500.0,7200.0,7350.0,86569.0,86569.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3009316821.0,352800.0
1189.0,16.9,39.5,2022-2023,0.0,0.0,0.0,3188.0,4205.0,1.32,7700.0,7600.0,7650.0,86569.0,86569.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,32192424.0
1189.0,16.9,39.5,2022-2023,365.0,1662.0,4.55,937.0,4725.0,5.04,2300.0,2300.0,2300.0,86569.0,86569.0,0,1,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3819725.0,10861704.0
1047.0,16.9,38.7,2022-2023,39058.0,118093.0,3.02,23.0,70.0,3.04,7774.0,5858.0,6816.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,803982370.56,476574.72
1047.0,16.9,38.7,2022-2023,22705.0,84077.0,3.7,6.0,31.0,5.17,15909.0,10529.0,13219.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1110508361.5,410053.38
1047.0,16.9,38.7,2022-2023,9.0,6.0,0.67,223.0,197.0,0.88,7502.0,6252.0,6877.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,41468.31,1349542.48
1047.0,16.9,38.7,2022-2023,37.0,83.0,2.24,280.0,556.0,1.99,6052.0,2356.0,4204.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,348427.52,2342468.8
1047.0,16.9,38.7,2022-2023,22.0,16.0,0.76,838.0,503.0,0.6,7702.0,7566.0,7634.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,127640.48000000001,3838375.1999999997
1047.0,16.9,38.7,2022-2023,22030.0,90720.0,4.12,18423.0,119753.0,6.5,2136.0,1525.0,1830.5,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,166142769.79999998,219201459.75
1047.0,16.9,38.7,2022-2023,1185.0,571.0,0.48,1033.0,1056.0,1.02,6052.0,2356.0,4204.0,482742.0,482742.0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2391235.1999999997,4429586.64
655.0,16.9,38.6,2022-2023,9.0,6.0,0.67,223.0,197.0,0.88,6536.33,5203.0,5869.665,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35394.07995000001,1151863.0596
655.0,16.9,38.6,2022-2023,18.0,43.0,2.39,4709.0,8895.0,1.89,6959.0,4009.0,5484.0,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,235921.68,48807654.84
655.0,16.9,38.6,2022-2023,0.0,0.0,0.0,2.0,3.0,1.5,6784.17,6067.25,6425.71,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,19277.13
655.0,16.9,38.6,2022-2023,20.0,14.0,0.7,24.0,38.0,1.5,6327.33,5688.33,6007.83,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,84109.62,216281.87999999998
655.0,16.9,38.6,2022-2023,407.0,148.0,0.36,228.0,258.0,1.13,5653.0,5529.9,5591.45,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,819259.254,1440581.1779999998
655.0,16.9,38.6,2022-2023,5706.0,3526.0,0.62,173.0,357.0,2.06,2261.6,2135.4,2198.5,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7777677.42,783501.4299999999
655.0,16.9,38.6,2022-2023,11678.0,38000.0,3.25,1962.0,13591.0,6.93,2298.93,2136.71,2217.82,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,84174031.37,30154944.481200002
655.0,16.9,38.6,2022-2023,85844.0,289981.0,3.38,59454.0,209694.0,3.53,2381.13,2237.31,2309.22,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,670026464.0783999,484642051.55639994
655.0,16.9,38.6,2022-2023,42574.0,110192.0,2.59,3.0,8.0,2.67,6411.43,5928.57,6170.0,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,680345292.1999999,49421.7
1092.0,16.9,38.7,2022-2023,4.0,102.0,2.165,0.0,0.0,0.0,6469.5,6095.6,6282.55,368610.0,370697.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,54406.883,0.0
1092.0,16.9,38.7,2022-2023,390.0,2420.0,6.21,166.0,844.0,5.08,2500.0,2500.0,2500.0,209088.0,263511.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6054750.0,2108200.0
1092.0,16.9,38.7,2022-2023,63784.0,194350.0,3.05,41820.0,136291.0,3.26,2600.0,2600.0,2600.0,209088.0,263511.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,505807119.99999994,354466320.0
1092.0,16.9,38.7,2022-2023,67599.0,179734.0,2.66,67.0,178.0,2.66,7521.0,7220.0,7370.5,209088.0,263511.0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1325314222.4700003,1313570.5100000002
847.0,16.9,38.5,2022-2023,627.0,331.0,0.53,0.0,0.0,0.0,7322.0,7322.0,7322.0,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2433173.8200000003,0.0
847.0,16.9,38.5,2022-2023,3.0,3.0,1.0,349.0,304.0,0.87,5626.33,5051.0,5338.665,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16015.994999999999,1620978.85395
847.0,16.9,38.5,2022-2023,3.0,3.0,1.0,349.0,304.0,0.87,7245.6,6367.2,6806.4,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,20419.199999999997,2066627.2319999998
847.0,16.9,38.5,2022-2023,2.0,1.0,0.5,3.0,3.0,1.0,7316.5,7138.5,7227.5,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7227.5,21682.5
847.0,16.9,38.5,2022-2023,9.0,6.0,0.67,4.0,5.0,1.25,5111.0,5111.0,5111.0,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30819.33,25555.0
847.0,16.9,38.5,2022-2023,257.0,138.0,0.54,4.0,6.0,1.5,6523.5,5945.0,6234.25,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,865189.2150000001,37405.5
847.0,16.9,38.5,2022-2023,17917.0,48060.0,2.68,16.0,43.0,2.69,7050.0,7000.0,7025.0,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,337323359.0,302356.0
847.0,16.9,38.5,2022-2023,7.0,17.0,2.43,46.0,113.0,2.46,4948.0,4948.0,4948.0,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,84165.48000000001,559915.68
847.0,16.9,38.5,2022-2023,6.0,22.0,3.67,6.0,31.0,5.17,16500.0,14004.0,15252.0,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,335849.04,473117.04
847.0,16.9,38.5,2022-2023,2136.0,5338.0,2.5,1362.0,7551.0,5.54,2289.3,2252.0,2270.65,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12125271.0,17133144.162
847.0,16.9,38.5,2022-2023,521.0,46909.0,2.165,0.0,0.0,0.0,2818.17,2653.17,2735.67,569906.0,573327.0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3085740.01155,0.0
795.0,16.9,38.5,2022-2023,159.0,210.0,1.32,119.0,775.0,6.51,2090.0,2090.0,2090.0,44022.0,44022.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,438649.2,1619102.0999999999
795.0,16.9,38.5,2022-2023,7384.0,29514.0,4.0,5644.0,20364.0,3.61,2183.0,2183.0,2183.0,44022.0,44022.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,64477088.0,44478275.72
1185.0,17.2,38.3,2022-2023,394.0,1230.0,3.12,2048.0,12945.0,6.32,1962.0,1962.0,1962.0,177206.0,177206.0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2411847.3600000003,25394872.32
1185.0,17.2,38.3,2022-2023,40505.0,122285.0,3.02,19777.0,66767.0,3.38,2203.0,2200.0,2201.0,177206.0,177206.0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,269237545.1,147128618.26
1185.0,17.2,38.3,2022-2023,11162.0,32370.0,2.9,20.0,58.0,2.9,7070.0,6500.0,6785.0,177206.0,177206.0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,219629093.0,393530.0
677.0,17.6,38.6,2022-2023,1049.0,778.0,0.74,586.0,645.0,1.1,7089.0,6416.0,6752.5,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5241695.65,4352661.500000001
677.0,17.6,38.6,2022-2023,154.0,339.0,2.2,47682.0,120922.0,2.54,6469.0,4259.0,5364.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1817323.2000000002,649646269.92
677.0,17.6,38.6,2022-2023,67.0,20.0,0.3,644.0,609.0,0.95,5355.0,5257.0,5306.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,106650.59999999999,3246210.8
677.0,17.6,38.6,2022-2023,36.0,47.0,1.31,5576.0,7143.0,1.28,8528.0,8089.0,8308.5,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,391828.86,59300090.88
677.0,17.6,38.6,2022-2023,141458.0,327850.0,2.32,91.0,211.0,2.32,5355.0,5257.0,5306.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1741336663.3599997,1120202.7199999997
677.0,17.6,38.6,2022-2023,15.0,10.0,0.67,43.0,50.0,1.16,7351.0,7351.0,7351.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,73877.55,366667.88
677.0,17.6,38.6,2022-2023,6.0,6.0,1.0,0.0,0.0,0.0,3889.0,3889.0,3889.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,23334.0,0.0
677.0,17.6,38.6,2022-2023,14906.0,66034.0,4.43,8478.0,45120.0,5.32,2414.0,2414.0,2414.0,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,159405062.11999997,108878545.44000001
677.0,17.6,38.6,2022-2023,49811.0,164476.0,3.3,62949.0,219251.0,3.48,2601.0,2558.0,2579.5,489852.0,489852.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,424008665.85,565071770.34
702.0,18.1,38.4,2022-2023,3.0,2.0,0.67,101.0,123.0,1.22,5172.0,5172.0,5172.0,1142039.0,1142039.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10395.720000000001,637293.84
702.0,18.1,38.4,2022-2023,1.0,2.0,2.0,19.0,30.0,1.58,7769.5,6473.75,7121.625,1142039.0,1142039.0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,14243.25,213791.18250000002
